label,attack_type,window_start_time,window_end_time,n_messages,n_emergency,alert_frequency_per_hour,normal_emergency_ratio,inter_alert_interval_mean,inter_interval_variance,burst_score,topic_diversity,time_sin,time_cos,payload_entropy,consecutive_emergency_count,alert_rate_acceleration,regularity_coefficient,temporal_clustering_score
1,normal,2026-03-17T03:42:31+00:00,2026-03-17T04:42:31+00:00,2329,0,0.0,2329.0,0.02739309079267762,0.0,0.0,0.0,0.8241261886220157,0.5664062369248328,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T03:52:31+00:00,2026-03-17T04:52:31+00:00,1917,0,0.0,1917.0,0.02739309079267762,0.0,0.0,0.0,0.8480480961564258,0.5299192642332051,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T04:02:31+00:00,2026-03-17T05:02:31+00:00,1502,0,0.0,1502.0,0.02739309079267762,0.0,0.0,0.0,0.8703556959398996,0.49242356010346733,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T04:12:31+00:00,2026-03-17T05:12:31+00:00,1090,0,0.0,1090.0,0.02739309079267762,0.0,0.0,0.0,0.8910065241883679,0.45399049973954686,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T04:22:31+00:00,2026-03-17T05:22:31+00:00,678,0,0.0,678.0,0.02739309079267762,0.0,0.0,0.0,0.9099612708765432,0.41469324265623914,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T04:32:31+00:00,2026-03-17T05:32:31+00:00,267,0,0.0,267.0,0.02739309079267762,0.0,0.0,0.0,0.9271838545667873,0.3746065934159122,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T06:42:31+00:00,2026-03-17T07:42:31+00:00,183,0,0.0,183.0,0.02739309079267762,0.0,0.0,0.0,0.9117620435770886,-0.4107188526134773,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T06:52:31+00:00,2026-03-17T07:52:31+00:00,546,0,0.0,546.0,0.02739309079267762,0.0,0.0,0.0,0.9117620435770886,-0.4107188526134773,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T07:02:31+00:00,2026-03-17T08:02:31+00:00,909,0,0.0,909.0,0.02739309079267762,0.0,0.0,0.0,0.9117620435770886,-0.4107188526134773,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T07:12:31+00:00,2026-03-17T08:12:31+00:00,1271,0,0.0,1271.0,0.02739309079267762,0.0,0.0,0.0,0.9117620435770886,-0.4107188526134773,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T07:22:31+00:00,2026-03-17T08:22:31+00:00,1636,0,0.0,1636.0,0.02739309079267762,0.0,0.0,0.0,0.9117620435770886,-0.4107188526134773,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T07:32:31+00:00,2026-03-17T08:32:31+00:00,1999,0,0.0,1999.0,0.02739309079267762,0.0,0.0,0.0,0.9117620435770886,-0.4107188526134773,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T07:42:31+00:00,2026-03-17T08:42:31+00:00,2178,0,0.0,2178.0,0.02739309079267762,0.0,0.0,0.0,0.9025852843498605,-0.43051109680829536,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T07:52:31+00:00,2026-03-17T08:52:31+00:00,2178,0,0.0,2178.0,0.02739309079267762,0.0,0.0,0.0,0.8829475928589269,-0.4694715627858909,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T08:02:31+00:00,2026-03-17T09:02:31+00:00,2181,0,0.0,2181.0,0.02739309079267762,0.0,0.0,0.0,0.8616291604415257,-0.5075383629607043,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T08:12:31+00:00,2026-03-17T09:12:31+00:00,2182,0,0.0,2182.0,0.02739309079267762,0.0,0.0,0.0,0.8386705679454243,-0.5446390350150268,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T08:22:31+00:00,2026-03-17T09:22:31+00:00,2180,0,0.0,2180.0,0.02739309079267762,0.0,0.0,0.0,0.8141155183563192,-0.5807029557109398,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T08:32:31+00:00,2026-03-17T09:32:31+00:00,2179,0,0.0,2179.0,0.02739309079267762,0.0,0.0,0.0,0.788010753606722,-0.6156614753256583,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T08:42:31+00:00,2026-03-17T09:42:31+00:00,2012,0,0.0,2012.0,0.02739309079267762,0.0,0.0,0.0,0.760405965600031,-0.6494480483301835,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T08:52:31+00:00,2026-03-17T09:52:31+00:00,1649,0,0.0,1649.0,0.02739309079267762,0.0,0.0,0.0,0.7313537016191706,-0.6819983600624984,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T09:02:31+00:00,2026-03-17T10:02:31+00:00,1283,0,0.0,1283.0,0.02739309079267762,0.0,0.0,0.0,0.700909264299851,-0.7132504491541815,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T09:12:31+00:00,2026-03-17T10:12:31+00:00,920,0,0.0,920.0,0.02739309079267762,0.0,0.0,0.0,0.6691306063588585,-0.743144825477394,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T09:22:31+00:00,2026-03-17T10:22:31+00:00,557,0,0.0,557.0,0.02739309079267762,0.0,0.0,0.0,0.6360782202777638,-0.7716245833877201,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T09:32:31+00:00,2026-03-17T10:32:31+00:00,195,0,0.0,195.0,0.02739309079267762,0.0,0.0,0.0,0.6018150231520486,-0.7986355100472926,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T13:42:31+00:00,2026-03-17T14:42:31+00:00,148,11,11.0,12.454545454545455,0.027414699271321296,1.1189873267241886e-06,11.0,1.0,-0.6394390019805849,-0.7688418320734594,4.181502082524083,1.0,-11.0,25.916174903780128,1.0
1,normal,2026-03-17T13:52:31+00:00,2026-03-17T14:52:31+00:00,508,11,11.0,45.18181818181818,0.027414699271321296,1.1189873267241886e-06,11.0,1.0,-0.6394390019805849,-0.7688418320734594,4.181502082524083,1.0,-11.0,25.916174903780128,1.0
1,normal,2026-03-17T14:02:31+00:00,2026-03-17T15:02:31+00:00,867,11,11.0,77.81818181818181,0.027414699271321296,1.1189873267241886e-06,11.0,1.0,-0.6394390019805849,-0.7688418320734594,4.181502082524083,1.0,-11.0,25.916174903780128,1.0
1,normal,2026-03-17T14:12:31+00:00,2026-03-17T15:12:31+00:00,1226,11,11.0,110.45454545454545,0.027414699271321296,1.1189873267241886e-06,11.0,1.0,-0.6394390019805849,-0.7688418320734594,4.181502082524083,1.0,-11.0,25.916174903780128,1.0
1,normal,2026-03-17T14:22:31+00:00,2026-03-17T15:22:31+00:00,1585,11,11.0,143.0909090909091,0.027414699271321296,1.1189873267241886e-06,11.0,1.0,-0.6394390019805849,-0.7688418320734594,4.181502082524083,1.0,-11.0,25.916174903780128,1.0
1,normal,2026-03-17T14:32:31+00:00,2026-03-17T15:32:31+00:00,1945,11,11.0,175.8181818181818,0.027414699271321296,1.1189873267241886e-06,11.0,1.0,-0.6394390019805849,-0.7688418320734594,4.181502082524083,1.0,-11.0,25.916174903780128,1.0
1,normal,2026-03-17T14:42:31+00:00,2026-03-17T15:42:31+00:00,2155,0,0.0,2155.0,0.02739309079267762,0.0,0.0,0.0,-0.6494480483301835,-0.760405965600031,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T14:52:31+00:00,2026-03-17T15:52:31+00:00,2154,0,0.0,2154.0,0.02739309079267762,0.0,0.0,0.0,-0.6819983600624984,-0.7313537016191706,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T15:02:31+00:00,2026-03-17T16:02:31+00:00,2155,0,0.0,2155.0,0.02739309079267762,0.0,0.0,0.0,-0.7132504491541815,-0.7009092642998511,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T15:12:31+00:00,2026-03-17T16:12:31+00:00,2157,0,0.0,2157.0,0.02739309079267762,0.0,0.0,0.0,-0.743144825477394,-0.6691306063588585,0.0,0.0,0.0,11.409203737861283,1.0
1,normal,2026-03-17T15:22:31+00:00,2026-03-17T16:22:31+00:00,2158,0,0.0,2158.0,0.02739309079267762,0.0,0.0,0.0,-0.77162458338772,-0.6360782202777638,0.0,0.0,0.0,11.409203737861283,1.0
